0   1  20.485714 
0   2  24.327365 
0   3  24.534951 
0   4  24.555684 
0   5  24.558121 
0   6  24.558425 
0   7  24.558464 
0   8  24.558469 
0   9  24.558469 
0   10  24.558469 
0   11  24.558469 
0   12  24.558469 
0   13  24.558469 
0   14  24.558469 
0   15  24.558469 
0   16  24.558469 
0   17  24.558469 
0   18  24.558469 
0   19  24.558469 
0   20  24.558469 
0   21  24.558469 
0   22  24.558469 
0   23  24.558469 
0   24  24.558469 
0   25  24.558469 
0   26  24.558469 
0   27  24.558469 
0   28  24.558469 
0   29  24.558469 
0   30  24.558469 

1   1  0.975926 
1   2  7.732845 
1   3  8.435162 
1   4  8.682331 
1   5  8.780324 
1   6  8.821096 
1   7  8.838471 
1   8  8.845973 
1   9  8.849235 
1   10  8.850661 
1   11  8.851285 
1   12  8.851559 
1   13  8.851679 
1   14  8.851731 
1   15  8.851755 
1   16  8.851765 
1   17  8.851769 
1   18  8.851771 
1   19  8.851772 
1   20  8.851772 
1   21  8.851773 
1   22  8.851773 
1   23  8.851773 
1   24  8.851773 
1   25  8.851773 
1   26  8.851773 
1   27  8.851773 
1   28  8.851773 
1   29  8.851773 
1   30  8.851773 

2   1  0.443556 
2   2  5.042956 
2   3  5.526778 
2   4  5.706878 
2   5  5.786694 
2   6  5.825265 
2   7  5.844814 
2   8  5.854986 
2   9  5.860355 
2   10  5.863210 
2   11  5.864734 
2   12  5.865549 
2   13  5.865986 
2   14  5.866219 
2   15  5.866344 
2   16  5.866411 
2   17  5.866447 
2   18  5.866466 
2   19  5.866477 
2   20  5.866482 
2   21  5.866485 
2   22  5.866487 
2   23  5.866488 
2   24  5.866488 
2   25  5.866488 
2   26  5.866488 
2   27  5.866489 
2   28  5.866489 
2   29  5.866489 
2   30  5.866489 

3   1  0.228187 
3   2  3.549935 
3   3  3.957357 
3   4  4.126680 
3   5  4.208533 
3   6  4.250110 
3   7  4.271504 
3   8  4.282497 
3   9  4.288120 
3   10  4.290986 
3   11  4.292444 
3   12  4.293184 
3   13  4.293560 
3   14  4.293751 
3   15  4.293848 
3   16  4.293897 
3   17  4.293921 
3   18  4.293934 
3   19  4.293940 
3   20  4.293944 
3   21  4.293945 
3   22  4.293946 
3   23  4.293947 
3   24  4.293947 
3   25  4.293947 
3   26  4.293947 
3   27  4.293947 
3   28  4.293947 
3   29  4.293947 
3   30  4.293947 

4   1  0.138027 
4   2  2.619869 
4   3  2.900083 
4   4  2.998430 
4   5  3.036143 
4   6  3.050020 
4   7  3.055003 
4   8  3.056775 
4   9  3.057403 
4   10  3.057626 
4   11  3.057704 
4   12  3.057732 
4   13  3.057742 
4   14  3.057745 
4   15  3.057747 
4   16  3.057747 
4   17  3.057747 
4   18  3.057747 
4   19  3.057747 
4   20  3.057747 
4   21  3.057747 
4   22  3.057747 
4   23  3.057747 
4   24  3.057747 
4   25  3.057747 
4   26  3.057747 
4   27  3.057747 
4   28  3.057747 
4   29  3.057747 
4   30  3.057747 

5   1  0.068533 
5   2  1.662301 
5   3  1.802332 
5   4  1.817085 
5   5  1.818466 
5   6  1.818594 
5   7  1.818606 
5   8  1.818607 
5   9  1.818607 
5   10  1.818607 
5   11  1.818607 
5   12  1.818607 
5   13  1.818607 
5   14  1.818607 
5   15  1.818607 
5   16  1.818607 
5   17  1.818607 
5   18  1.818607 
5   19  1.818607 
5   20  1.818607 
5   21  1.818607 
5   22  1.818607 
5   23  1.818607 
5   24  1.818607 
5   25  1.818607 
5   26  1.818607 
5   27  1.818607 
5   28  1.818607 
5   29  1.818607 
5   30  1.818607 

6   1  0.021702 
6   2  0.552968 
6   3  0.552968 
6   4  0.552968 
6   5  0.552968 
6   6  0.552968 
6   7  0.552968 
6   8  0.552968 
6   9  0.552968 
6   10  0.552968 
6   11  0.552968 
6   12  0.552968 
6   13  0.552968 
6   14  0.552968 
6   15  0.552968 
6   16  0.552968 
6   17  0.552968 
6   18  0.552968 
6   19  0.552968 
6   20  0.552968 
6   21  0.552968 
6   22  0.552968 
6   23  0.552968 
6   24  0.552968 
6   25  0.552968 
6   26  0.552968 
6   27  0.552968 
6   28  0.552968 
6   29  0.552968 
6   30  0.552968 

