1	-2.333333	1.000000	-0.666667	0.000001
2	-1.222222	1.000000	-0.111111	0.666667
3	-0.481481	1.000000	0.259259	0.111111
4	-0.481481	0.506173	0.012346	0.259259
5	-0.481481	0.176955	-0.152263	0.012346
6	-0.262003	0.176955	-0.042524	0.152263
7	-0.115684	0.176955	0.030636	0.042524
8	-0.115684	0.079409	-0.018137	0.030636
9	-0.050653	0.079409	0.014378	0.018137
10	-0.050653	0.036055	-0.007299	0.014378
11	-0.021750	0.036055	0.007152	0.007299
12	-0.021750	0.016786	-0.002482	0.007152
13	-0.008905	0.016786	0.003941	0.002482
14	-0.008905	0.008223	-0.000341	0.003941
15	-0.003196	0.008223	0.002514	0.000341
16	-0.003196	0.004417	0.000611	0.002514
17	-0.003196	0.001879	-0.000658	0.000611
18	-0.001504	0.001879	0.000188	0.000658
19	-0.001504	0.000751	-0.000376	0.000188
20	-0.000752	0.000751	-0.000000	0.000376
21	-0.000251	0.000751	0.000250	0.000000
22	-0.000251	0.000417	0.000083	0.000250
23	-0.000251	0.000195	-0.000028	0.000083
24	-0.000102	0.000195	0.000046	0.000028
25	-0.000102	0.000096	-0.000003	0.000046
26	-0.000036	0.000096	0.000030	0.000003
27	-0.000036	0.000052	0.000008	0.000030
28	-0.000036	0.000022	-0.000007	0.000008
29	-0.000017	0.000022	0.000003	0.000007
30	-0.000017	0.000009	-0.000004	0.000003
31	-0.000008	0.000009	0.000001	0.000004
32	-0.000008	0.000003	-0.000002	0.000001
33	-0.000004	0.000003	-0.000000	0.000002
